Index,Category Number,Date,Value,Value_to_Max_Value_Ratio,FRED_Percentage_Diff
686,3,11/1/17,247.3,0.964791424,0.003021246
687,3,12/1/17,247.9,0.967010977,0.002300551
688,3,1/1/18,248.9,0.970845458,0.003965293
689,3,2/1/18,249.4,0.972737344,0.001948699
690,3,3/1/18,249.5,0.973240546,0.000517306
691,3,4/1/18,250,0.975027111,0.001835686
692,3,5/1/18,250.6,0.977718659,0.002760486
693,3,6/1/18,251.1,0.979622247,0.001946969
694,3,7/1/18,251.6,0.981428315,0.001843637
695,3,8/1/18,251.9,0.982528339,0.00112084
696,3,9/1/18,252,0.983039343,0.000520091
697,3,10/1/18,252.8,0.986097567,0.003110988
698,3,11/1/18,252.8,0.98596494,-0.000134497
699,3,12/1/18,252.7,0.98582061,-0.000146384
700,3,1/1/19,252.7,0.98562557,-0.000197845
701,3,2/1/19,253.1,0.98734192,0.001741381
702,3,3/1/19,254.1,0.991379243,0.004089083
703,3,4/1/19,255,0.994538887,0.003187119
704,3,5/1/19,255.2,0.995307344,0.000772676
705,3,6/1/19,255.3,0.995892463,0.000587878
706,3,7/1/19,256.2,0.999231543,0.003352852
707,3,8/1/19,256.3,0.999773754,0.000542627
708,3,9/1/19,256.4,1,0.000226297
,,,,,
709,4,1/1/00,4,0.4,0
710,4,2/1/00,4.1,0.41,0.025
711,4,3/1/00,4,0.4,-0.024390244
712,4,4/1/00,3.8,0.38,-0.05
713,4,5/1/00,4,0.4,0.052631579
714,4,6/1/00,4,0.4,0
715,4,7/1/00,4,0.4,0
716,4,8/1/00,4.1,0.41,0.025
717,4,9/1/00,3.9,0.39,-0.048780488
718,4,10/1/00,3.9,0.39,0
719,4,11/1/00,3.9,0.39,0
720,4,12/1/00,3.9,0.39,0
721,4,1/1/01,4.2,0.42,0.076923077
722,4,2/1/01,4.2,0.42,0
723,4,3/1/01,4.3,0.43,0.023809524
724,4,4/1/01,4.4,0.44,0.023255814
725,4,5/1/01,4.3,0.43,-0.022727273
726,4,6/1/01,4.5,0.45,0.046511628
727,4,7/1/01,4.6,0.46,0.022222222
728,4,8/1/01,4.9,0.49,0.065217391
729,4,9/1/01,5,0.5,0.020408163
730,4,10/1/01,5.3,0.53,0.020408163
731,4,11/1/01,5.5,0.55,0.020408163
732,4,12/1/01,5.7,0.57,0.020408163
733,4,1/1/02,5.7,0.57,0.020408163
734,4,2/1/02,5.7,0.57,0.020408163
735,4,3/1/02,5.7,0.57,0.020408163
736,4,4/1/02,5.9,0.59,0.020408163
737,4,5/1/02,5.8,0.58,0.020408163
738,4,6/1/02,5.8,0.58,0.020408163
739,4,7/1/02,5.8,0.58,0.020408163
740,4,8/1/02,5.7,0.57,0.020408163
741,4,9/1/02,5.7,0.57,0.020408163
742,4,10/1/02,5.7,0.57,0.020408163
743,4,11/1/02,5.9,0.59,0.020408163
744,4,12/1/02,6,0.6,0.020408163
745,4,1/1/03,5.8,0.58,0.020408163
746,4,2/1/03,5.9,0.59,0.020408163
747,4,3/1/03,5.9,0.59,0.020408163
748,4,4/1/03,6,0.6,0.020408163
749,4,5/1/03,6.1,0.61,0.020408163
750,4,6/1/03,6.3,0.63,0.020408163
751,4,7/1/03,6.2,0.62,0.020408163
752,4,8/1/03,6.1,0.61,0.020408163
753,4,9/1/03,6.1,0.61,0.020408163
754,4,10/1/03,6,0.6,0.020408163
755,4,11/1/03,5.8,0.58,0.020408163
756,4,12/1/03,5.7,0.57,0.020408163
757,4,1/1/04,5.7,0.57,0.020408163
758,4,2/1/04,5.6,0.56,0.020408163
759,4,3/1/04,5.8,0.58,0.020408163
760,4,4/1/04,5.6,0.56,0.020408163
761,4,5/1/04,5.6,0.56,0.020408163
762,4,6/1/04,5.6,0.56,0.020408163
763,4,7/1/04,5.5,0.55,0.020408163
764,4,8/1/04,5.4,0.54,0.020408163
765,4,9/1/04,5.4,0.54,0.020408163
766,4,10/1/04,5.5,0.55,0.020408163
767,4,11/1/04,5.4,0.54,0.020408163
768,4,12/1/04,5.4,0.54,0.020408163
769,4,1/1/05,5.3,0.53,0.020408163
770,4,2/1/05,5.4,0.54,0.020408163
771,4,3/1/05,5.2,0.52,0.020408163
772,4,4/1/05,5.2,0.52,0.020408163
773,4,5/1/05,5.1,0.51,0.020408163
774,4,6/1/05,5,0.5,0.020408163
775,4,7/1/05,5,0.5,0.020408163
776,4,8/1/05,4.9,0.49,0.020408163
777,4,9/1/05,5,0.5,0.020408163
778,4,10/1/05,5,0.5,0.020408163
779,4,11/1/05,5,0.5,0.020408163
780,4,12/1/05,4.9,0.49,0.020408163
781,4,1/1/06,4.7,0.47,0.020408163
782,4,2/1/06,4.8,0.48,0.020408163
783,4,3/1/06,4.7,0.47,0.020408163
784,4,4/1/06,4.7,0.47,0.020408163
785,4,5/1/06,4.6,0.46,0.020408163
786,4,6/1/06,4.6,0.46,0.020408163
787,4,7/1/06,4.7,0.47,0.020408163
788,4,8/1/06,4.7,0.47,0.020408163
789,4,9/1/06,4.5,0.45,0.020408163
790,4,10/1/06,4.4,0.44,0.020408163
791,4,11/1/06,4.5,0.45,0.020408163
792,4,12/1/06,4.4,0.44,0.020408163
793,4,1/1/07,4.6,0.46,0.020408163
794,4,2/1/07,4.5,0.45,0.020408163
795,4,3/1/07,4.4,0.44,0.020408163
796,4,4/1/07,4.5,0.45,0.020408163
797,4,5/1/07,4.4,0.44,0.020408163
798,4,6/1/07,4.6,0.46,0.020408163
799,4,7/1/07,4.7,0.47,0.020408163
800,4,8/1/07,4.6,0.46,0.020408163
801,4,9/1/07,4.7,0.47,0.020408163
802,4,10/1/07,4.7,0.47,0.020408163
803,4,11/1/07,4.7,0.47,0.020408163
804,4,12/1/07,5,0.5,0.020408163
805,4,1/1/08,5,0.5,0.020408163
806,4,2/1/08,4.9,0.49,0.020408163
807,4,3/1/08,5.1,0.51,0.020408163
808,4,4/1/08,5,0.5,0.020408163
809,4,5/1/08,5.4,0.54,0.020408163
810,4,6/1/08,5.6,0.56,0.020408163
811,4,7/1/08,5.8,0.58,0.020408163
812,4,8/1/08,6.1,0.61,0.020408163
813,4,9/1/08,6.1,0.61,0.020408163
814,4,10/1/08,6.5,0.65,0.020408163
815,4,11/1/08,6.8,0.68,0.020408163
816,4,12/1/08,7.3,0.73,0.020408163
817,4,1/1/09,7.8,0.78,0.020408163
818,4,2/1/09,8.3,0.83,0.020408163
819,4,3/1/09,8.7,0.87,0.020408163
820,4,4/1/09,9,0.9,0.020408163
821,4,5/1/09,9.4,0.94,0.020408163
822,4,6/1/09,9.5,0.95,0.020408163
823,4,7/1/09,9.5,0.95,0.020408163
824,4,8/1/09,9.6,0.96,0.020408163
825,4,9/1/09,9.8,0.98,0.020408163
826,4,10/1/09,10,1,0.020408163
827,4,11/1/09,9.9,0.99,0.020408163
828,4,12/1/09,9.9,0.99,0.020408163
829,4,1/1/10,9.8,0.98,0.020408163
830,4,2/1/10,9.8,0.98,0.020408163
831,4,3/1/10,9.9,0.99,0.020408163
832,4,4/1/10,9.9,0.99,0.020408163
833,4,5/1/10,9.6,0.96,0.020408163
834,4,6/1/10,9.4,0.94,0.020408163
835,4,7/1/10,9.4,0.94,0.020408163
836,4,8/1/10,9.5,0.95,0.020408163
837,4,9/1/10,9.5,0.95,0.020408163
838,4,10/1/10,9.4,0.94,0.020408163
839,4,11/1/10,9.8,0.98,0.020408163
840,4,12/1/10,9.3,0.93,0.020408163
841,4,1/1/11,9.1,0.91,0.020408163
842,4,2/1/11,9,0.9,0.020408163
843,4,3/1/11,9,0.9,0.020408163
844,4,4/1/11,9.1,0.91,0.020408163
845,4,5/1/11,9,0.9,0.020408163
846,4,6/1/11,9.1,0.91,0.020408163
847,4,7/1/11,9,0.9,0.020408163
848,4,8/1/11,9,0.9,0.020408163
849,4,9/1/11,9,0.9,0.020408163
850,4,10/1/11,8.8,0.88,0.020408163
851,4,11/1/11,8.6,0.86,0.020408163
852,4,12/1/11,8.5,0.85,0.020408163
853,4,1/1/12,8.3,0.83,0.020408163
854,4,2/1/12,8.3,0.83,0.020408163
855,4,3/1/12,8.2,0.82,0.020408163
856,4,4/1/12,8.2,0.82,0.020408163
857,4,5/1/12,8.2,0.82,0.020408163
858,4,6/1/12,8.2,0.82,0.020408163
859,4,7/1/12,8.2,0.82,0.020408163
860,4,8/1/12,8.1,0.81,0.020408163
861,4,9/1/12,7.8,0.78,0.020408163
862,4,10/1/12,7.8,0.78,0.020408163
863,4,11/1/12,7.7,0.77,0.020408163
864,4,12/1/12,7.9,0.79,0.020408163
865,4,1/1/13,8,0.8,0.020408163
866,4,2/1/13,7.7,0.77,0.020408163
867,4,3/1/13,7.5,0.75,0.020408163
868,4,4/1/13,7.6,0.76,0.020408163
869,4,5/1/13,7.5,0.75,0.020408163
870,4,6/1/13,7.5,0.75,0.020408163
871,4,7/1/13,7.3,0.73,0.020408163
872,4,8/1/13,7.2,0.72,0.020408163
873,4,9/1/13,7.2,0.72,0.020408163
874,4,10/1/13,7.2,0.72,0.020408163
875,4,11/1/13,6.9,0.69,0.020408163
876,4,12/1/13,6.7,0.67,0.020408163
877,4,1/1/14,6.6,0.66,0.020408163
878,4,2/1/14,6.7,0.67,0.020408163
879,4,3/1/14,6.7,0.67,0.020408163
880,4,4/1/14,6.2,0.62,0.020408163
881,4,5/1/14,6.3,0.63,0.020408163
882,4,6/1/14,6.1,0.61,0.020408163
883,4,7/1/14,6.2,0.62,0.020408163
884,4,8/1/14,6.1,0.61,0.020408163
885,4,9/1/14,5.9,0.59,0.020408163
886,4,10/1/14,5.7,0.57,0.020408163
887,4,11/1/14,5.8,0.58,0.020408163
888,4,12/1/14,5.6,0.56,0.020408163
889,4,1/1/15,5.7,0.57,0.020408163
890,4,2/1/15,5.5,0.55,0.020408163
891,4,3/1/15,5.4,0.54,0.020408163
892,4,4/1/15,5.4,0.54,0.020408163
893,4,5/1/15,5.6,0.56,0.020408163
894,4,6/1/15,5.3,0.53,0.020408163
895,4,7/1/15,5.2,0.52,0.020408163
896,4,8/1/15,5.1,0.51,0.020408163
897,4,9/1/15,5,0.5,0.020408163
898,4,10/1/15,5,0.5,0.020408163
899,4,11/1/15,5.1,0.51,0.020408163
900,4,12/1/15,5,0.5,0.020408163
901,4,1/1/16,4.9,0.49,0.020408163
902,4,2/1/16,4.9,0.49,0.020408163
903,4,3/1/16,5,0.5,0.020408163
904,4,4/1/16,5,0.5,0.020408163
905,4,5/1/16,4.8,0.48,0.020408163
906,4,6/1/16,4.9,0.49,0.020408163
907,4,7/1/16,4.8,0.48,0.020408163
908,4,8/1/16,4.9,0.49,0.020408163
909,4,9/1/16,5,0.5,0.020408163
910,4,10/1/16,4.9,0.49,0.020408163
911,4,11/1/16,4.7,0.47,0.020408163
912,4,12/1/16,4.7,0.47,0.020408163
913,4,1/1/17,4.7,0.47,0.020408163
914,4,2/1/17,4.7,0.47,0.020408163
915,4,3/1/17,4.4,0.44,0.020408163
916,4,4/1/17,4.4,0.44,0.020408163
917,4,5/1/17,4.4,0.44,0.020408163
918,4,6/1/17,4.3,0.43,0.020408163
919,4,7/1/17,4.3,0.43,0.020408163
920,4,8/1/17,4.4,0.44,0.020408163
921,4,9/1/17,4.2,0.42,0.020408163
922,4,10/1/17,4.1,0.41,0.020408163
923,4,11/1/17,4.2,0.42,0.020408163
924,4,12/1/17,4.1,0.41,0.020408163
925,4,1/1/18,4.1,0.41,0.020408163
926,4,2/1/18,4.1,0.41,0.020408163
927,4,3/1/18,4,0.4,0.020408163
928,4,4/1/18,3.9,0.39,0.020408163
929,4,5/1/18,3.8,0.38,0.020408163
930,4,6/1/18,4,0.4,0.020408163
931,4,7/1/18,3.9,0.39,0.020408163
932,4,8/1/18,3.8,0.38,0.020408163
933,4,9/1/18,3.7,0.37,0.020408163
934,4,10/1/18,3.8,0.38,0.020408163
935,4,11/1/18,3.7,0.37,0.020408163
936,4,12/1/18,3.9,0.39,0.020408163
937,4,1/1/19,4,0.4,0.020408163
938,4,2/1/19,3.8,0.38,0.020408163
939,4,3/1/19,3.8,0.38,0.020408163
940,4,4/1/19,3.6,0.36,0.020408163
941,4,5/1/19,3.6,0.36,0.020408163
942,4,6/1/19,3.7,0.37,0.020408163
943,4,7/1/19,3.7,0.37,0.020408163
944,4,8/1/19,3.7,0.37,0.020408163
945,4,9/1/19,3.5,0.35,0.020408163
